INDEX,ZIP,START_TIME,LATITUDE,LONGITUDE,DISTANCE_TO_FREEWAY,Elevation,SOUND_SCORE,NEAREST_ROAD,AVG_DB
285,92130,02:05,32.9683274,-117.1916278,0.67343503,69.67927551,81,11.81707536,52
286,92130,01:38,32.9526651,-117.2382285,0.269374012,81.0656662,68,21.54993761,51
287,92130,01:07,32.9249116,-117.2027985,1.414213562,104.1466522,77,23.81544562,55
288,92130,01:32,32.944577,-117.235654,0.269374012,65.00097656,74,18.16982388,55
289,92130,02:52,32.9705025,-117.1557259,0.606091527,102.7702408,71,21.62616365,71
290,92130,01:18,32.9157809,-117.2234022,0.404061018,81.12947845,74,23.59508152,57
291,92131,01:42,32.9069285,-117.0726507,2.828427125,240.0866547,81,46.79787664,55
292,92131,01:53,32.9258361,-117.062284,3.030457634,222.4814301,80,25.4629864,59
293,92131,02:14,32.9150531,-117.111657,0.269374012,166.867981,68,33.34048019,55
294,92131,01:50,32.923638,-117.0640835,3.030457634,266.6666565,78,12.4474098,56
295,92131,02:00,32.9303894,-117.0906474,1.346870059,220.5464783,78,23.17016683,55
296,92131,01:37,32.9045887,-117.0637092,3.367175149,250.4617767,88,32.02174988,43
297,92131,02:08,32.9107422,-117.0915207,1.750931077,236.357132,82,20.22943616,60
298,92131,02:28,32.9278789,-117.0149035,3.434518651,299.6289063,85,37.37997419,57
